village,district,state,N,P,K,pH,OC,B,Fe,Zn,S,Temperature,Humidity,Rainfall_monthly,cycle,feature_id,district_code,state_code
Parla,Korba,Chhattisgarh,113.0,20.69,235.0,5.7,0.3,1.2,16.64,0.215,1.75,27.0,72,130,2024-25,22_383_shc_2024-25.6908,383,22
Rahadih,Korba,Chhattisgarh,100.0,12.84,258.0,6.6,0.45,6.11,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.713,383,22
Rahadih,Korba,Chhattisgarh,138.0,24.37,235.0,6.4,0.6,6.1,16.64,2.558,1.75,27.0,72,130,2024-25,22_383_shc_2024-25.714,383,22
Rahadih,Korba,Chhattisgarh,288.0,20.86,269.0,6.2,0.15,1.4,25.33,0.254,4.75,27.0,72,130,2024-25,22_383_shc_2024-25.715,383,22
Rahadih,Korba,Chhattisgarh,175.0,16.3,258.0,6.5,0.6,6.11,19.202,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.716,383,22
Rahadih,Korba,Chhattisgarh,163.0,19.71,291.0,6.3,0.3,2.87,25.01,0.365,9.12,27.0,72,130,2024-25,22_383_shc_2024-25.717,383,22
Rahadih,Korba,Chhattisgarh,175.0,14.42,230.0,6.0,0.45,3.0,16.44,2.203,15.3,27.0,72,130,2024-25,22_383_shc_2024-25.726,383,22
Rahadih,Korba,Chhattisgarh,200.0,17.11,302.0,6.0,0.75,1.6,16.36,1.665,8.83,27.0,72,130,2024-25,22_383_shc_2024-25.728,383,22
Rahadih,Korba,Chhattisgarh,163.0,17.74,230.0,6.6,0.75,3.0,16.44,2.203,15.3,27.0,72,130,2024-25,22_383_shc_2024-25.729,383,22
Rahadih,Korba,Chhattisgarh,188.0,12.84,258.0,5.9,0.4,6.11,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.3591,383,22
Rahadih,Korba,Chhattisgarh,75.0,17.11,302.0,6.5,0.75,1.6,16.36,1.488,8.83,27.0,72,130,2024-25,22_383_shc_2024-25.3593,383,22
Rahadih,Korba,Chhattisgarh,125.0,14.6,325.0,6.1,0.6,1.4,14.58,0.532,4.87,27.0,72,130,2024-25,22_383_shc_2024-25.3604,383,22
Rahadih,Korba,Chhattisgarh,100.0,14.6,303.0,5.7,0.15,1.3,15.64,1.488,6.5,27.0,72,130,2024-25,22_383_shc_2024-25.3619,383,22
Rahadih,Korba,Chhattisgarh,138.0,16.75,379.0,6.0,0.3,2.6,14.36,0.414,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3622,383,22
Rahadih,Korba,Chhattisgarh,188.0,12.84,258.0,5.9,0.45,6.11,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.3623,383,22
Rahadih,Korba,Chhattisgarh,175.0,16.3,379.0,6.9,0.15,2.6,14.36,0.414,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3624,383,22
Rahadih,Korba,Chhattisgarh,113.0,14.42,230.0,6.3,0.15,3.0,16.44,2.203,15.3,27.0,72,130,2024-25,22_383_shc_2024-25.3625,383,22
Rahadih,Korba,Chhattisgarh,163.0,12.42,246.0,5.6,0.15,1.0,12.36,0.223,3.87,27.0,72,130,2024-25,22_383_shc_2024-25.3626,383,22
Rahadih,Korba,Chhattisgarh,163.0,17.74,230.0,6.6,0.75,3.0,16.44,2.203,15.3,27.0,72,130,2024-25,22_383_shc_2024-25.3627,383,22
Rahadih,Korba,Chhattisgarh,163.0,19.71,224.0,5.8,0.15,5.0,18.66,0.421,11.5,27.0,72,130,2024-25,22_383_shc_2024-25.3628,383,22
Rahadih,Korba,Chhattisgarh,75.0,24.37,235.0,6.7,0.6,6.1,16.64,2.558,1.75,27.0,72,130,2024-25,22_383_shc_2024-25.3629,383,22
Rahadih,Korba,Chhattisgarh,100.0,20.86,269.0,5.8,0.3,1.7,25.33,0.254,4.75,27.0,72,130,2024-25,22_383_shc_2024-25.3630,383,22
Rahadih,Korba,Chhattisgarh,125.0,17.11,302.0,6.2,0.15,1.6,16.36,1.488,8.83,27.0,72,130,2024-25,22_383_shc_2024-25.3631,383,22
Rahadih,Korba,Chhattisgarh,138.0,12.84,258.0,6.2,0.15,6.1,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.3632,383,22
Rahadih,Korba,Chhattisgarh,138.0,12.54,280.0,5.6,0.15,1.5,25.58,1.558,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.3633,383,22
Rahadih,Korba,Chhattisgarh,113.0,14.6,303.0,6.5,0.75,1.2,15.64,1.665,6.5,27.0,72,130,2024-25,22_383_shc_2024-25.3635,383,22
Rahadih,Korba,Chhattisgarh,138.0,12.54,280.0,5.6,0.15,1.5,25.58,1.558,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.3636,383,22
Rahadih,Korba,Chhattisgarh,163.0,14.2,269.0,6.2,0.75,1.7,25.33,0.254,4.75,27.0,72,130,2024-25,22_383_shc_2024-25.3637,383,22
Rahadih,Korba,Chhattisgarh,125.0,14.6,325.0,6.1,0.6,1.4,14.58,0.532,4.87,27.0,72,130,2024-25,22_383_shc_2024-25.3638,383,22
Rahadih,Korba,Chhattisgarh,125.0,14.6,325.0,6.1,0.6,1.4,14.58,0.532,4.87,27.0,72,130,2024-25,22_383_shc_2024-25.3639,383,22
Rahadih,Korba,Chhattisgarh,163.0,12.4,246.0,5.6,0.15,1.0,12.36,0.223,3.87,27.0,72,130,2024-25,22_383_shc_2024-25.3640,383,22
Rahadih,Korba,Chhattisgarh,113.0,17.74,291.0,6.0,0.6,2.87,25.01,0.365,9.12,27.0,72,130,2024-25,22_383_shc_2024-25.3641,383,22
Rahadih,Korba,Chhattisgarh,125.0,12.4,280.0,5.9,0.45,1.5,25.58,1.558,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.3642,383,22
Rahadih,Korba,Chhattisgarh,113.0,20.69,390.0,6.7,0.6,2.4,25.48,0.145,3.68,27.0,72,130,2024-25,22_383_shc_2024-25.3643,383,22
Rahadih,Korba,Chhattisgarh,125.0,14.6,325.0,6.0,0.15,1.4,14.58,0.532,4.87,27.0,72,130,2024-25,22_383_shc_2024-25.3644,383,22
Rahadih,Korba,Chhattisgarh,175.0,16.33,379.0,6.9,0.15,2.6,14.36,0.414,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3645,383,22
Rahadih,Korba,Chhattisgarh,125.0,12.54,280.0,5.9,0.6,1.5,25.58,1.558,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.3652,383,22
Rahadih,Korba,Chhattisgarh,113.0,20.86,269.0,5.9,0.3,1.7,25.33,0.254,4.75,27.0,72,130,2024-25,22_383_shc_2024-25.3653,383,22
Rahadih,Korba,Chhattisgarh,138.0,16.75,379.0,6.5,0.3,2.6,22.48,0.441,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3654,383,22
Rahadih,Korba,Chhattisgarh,175.0,16.3,379.0,6.9,0.15,2.6,22.48,0.441,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3655,383,22
Rahadih,Korba,Chhattisgarh,175.0,16.3,258.0,6.5,0.6,6.11,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.3656,383,22
Rahadih,Korba,Chhattisgarh,125.0,16.75,379.0,6.9,0.75,2.6,14.36,0.414,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3657,383,22
Rahadih,Korba,Chhattisgarh,125.0,17.11,246.0,6.2,0.15,1.55,14.66,0.15,6.12,27.0,72,130,2024-25,22_383_shc_2024-25.3658,383,22
Rahadih,Korba,Chhattisgarh,113.0,14.6,303.0,6.5,0.75,1.3,15.64,1.665,6.5,27.0,72,130,2024-25,22_383_shc_2024-25.3659,383,22
Rahadih,Korba,Chhattisgarh,113.0,14.42,230.0,6.3,0.15,3.0,16.44,2.203,15.3,27.0,72,130,2024-25,22_383_shc_2024-25.3660,383,22
Rahadih,Korba,Chhattisgarh,100.0,17.11,302.0,5.7,0.15,1.6,16.36,1.488,8.83,27.0,72,130,2024-25,22_383_shc_2024-25.3673,383,22
Rahadih,Korba,Chhattisgarh,200.0,17.11,302.0,6.0,0.75,1.6,16.36,1.665,8.83,27.0,72,130,2024-25,22_383_shc_2024-25.3674,383,22
Rahadih,Korba,Chhattisgarh,113.0,14.42,230.0,6.3,0.15,3.0,10.45,2.203,15.3,27.0,72,130,2024-25,22_383_shc_2024-25.3675,383,22
Rahadih,Korba,Chhattisgarh,138.0,14.42,230.0,6.7,0.45,3.0,16.44,2.203,15.3,27.0,72,130,2024-25,22_383_shc_2024-25.3676,383,22
Rahadih,Korba,Chhattisgarh,175.0,16.3,258.0,6.5,0.6,6.11,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.3677,383,22
Rahadih,Korba,Chhattisgarh,113.0,20.69,390.0,6.8,0.6,2.4,25.48,0.145,3.68,27.0,72,130,2024-25,22_383_shc_2024-25.3678,383,22
Rahadih,Korba,Chhattisgarh,138.0,16.75,379.0,6.5,0.3,2.6,14.36,0.414,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3679,383,22
Rahadih,Korba,Chhattisgarh,113.0,12.54,280.0,6.4,0.6,1.5,25.58,1.558,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.3680,383,22
Rahadih,Korba,Chhattisgarh,113.0,12.54,280.0,6.4,0.6,1.5,25.58,1.558,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.3681,383,22
Rahadih,Korba,Chhattisgarh,175.0,16.3,379.0,6.9,0.15,2.6,14.36,0.414,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3682,383,22
Rahadih,Korba,Chhattisgarh,113.0,12.54,28.0,6.4,0.6,1.5,25.58,1.558,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.3696,383,22
Rahadih,Korba,Chhattisgarh,188.0,12.84,258.0,5.9,0.45,6.11,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.3701,383,22
Rahadih,Korba,Chhattisgarh,125.0,12.4,280.0,5.9,0.45,1.5,25.58,1.558,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.3702,383,22
Rahadih,Korba,Chhattisgarh,125.0,16.75,379.0,6.9,0.75,2.6,14.36,0.414,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3704,383,22
Rahadih,Korba,Chhattisgarh,125.0,16.75,303.0,5.8,0.15,1.3,15.64,1.665,6.5,27.0,72,130,2024-25,22_383_shc_2024-25.3709,383,22
Rahadih,Korba,Chhattisgarh,138.0,20.86,269.0,6.7,0.15,1.7,25.33,0.254,4.7,27.0,72,130,2024-25,22_383_shc_2024-25.3715,383,22
Rahadih,Korba,Chhattisgarh,100.0,14.6,303.0,5.7,0.15,1.3,15.64,1.665,6.5,27.0,72,130,2024-25,22_383_shc_2024-25.3722,383,22
Rahadih,Korba,Chhattisgarh,138.0,16.75,379.0,6.5,0.3,2.6,14.36,0.414,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3734,383,22
Rahadih,Korba,Chhattisgarh,138.0,14.42,246.0,5.6,0.3,1.0,12.36,0.223,6.0,27.0,72,130,2024-25,22_383_shc_2024-25.3738,383,22
Rampur,Korba,Chhattisgarh,163.0,17.74,230.0,6.6,0.75,3.0,10.45,2.203,15.3,27.0,72,130,2024-25,22_383_shc_2024-25.587,383,22
Rampur,Korba,Chhattisgarh,175.0,12.84,258.0,5.7,0.15,6.11,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.752,383,22
Sendripali,Korba,Chhattisgarh,125.0,19.71,325.0,6.1,0.15,1.4,14.58,0.532,4.87,27.0,72,130,2024-25,22_383_shc_2024-25.3981,383,22
Sendripali,Korba,Chhattisgarh,138.0,16.75,379.0,6.2,0.3,2.6,22.48,0.441,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.3985,383,22
Sendripali,Korba,Chhattisgarh,113.0,14.6,303.0,6.5,0.75,1.3,15.64,1.488,6.5,27.0,72,130,2024-25,22_383_shc_2024-25.3997,383,22
Sendripali,Korba,Chhattisgarh,75.0,12.54,280.0,5.6,0.15,1.5,25.58,1.558,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.4000,383,22
Solwa,Korba,Chhattisgarh,200.0,17.11,302.0,6.1,0.46,1.6,25.33,0.254,8.83,27.0,72,130,2024-25,22_383_shc_2024-25.27,383,22
Solwa,Korba,Chhattisgarh,213.0,17.74,291.0,6.4,0.15,2.87,25.01,0.365,9.12,27.0,72,130,2024-25,22_383_shc_2024-25.28,383,22
Solwa,Korba,Chhattisgarh,100.0,12.84,258.0,6.6,0.61,1.21,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.38,383,22
Solwa,Korba,Chhattisgarh,150.0,17.11,302.0,5.9,0.36,1.6,16.36,0.321,8.83,27.0,72,130,2024-25,22_383_shc_2024-25.86,383,22
Solwa,Korba,Chhattisgarh,125.0,19.71,325.0,6.1,0.78,1.4,14.58,0.532,4.87,27.0,72,130,2024-25,22_383_shc_2024-25.87,383,22
Solwa,Korba,Chhattisgarh,150.0,12.54,280.0,5.9,0.36,1.5,25.58,0.125,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.88,383,22
Solwa,Korba,Chhattisgarh,163.0,12.4,246.0,5.6,0.52,1.0,12.36,0.223,3.87,27.0,72,130,2024-25,22_383_shc_2024-25.89,383,22
Solwa,Korba,Chhattisgarh,113.0,16.3,246.0,6.3,0.15,1.4,16.36,0.532,6.12,27.0,72,130,2024-25,22_383_shc_2024-25.90,383,22
Solwa,Korba,Chhattisgarh,125.0,16.75,379.0,6.9,0.22,2.6,14.3,0.414,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.91,383,22
Solwa,Korba,Chhattisgarh,113.0,20.86,325.0,6.4,0.15,1.55,25.33,0.254,8.83,27.0,72,130,2024-25,22_383_shc_2024-25.92,383,22
Solwa,Korba,Chhattisgarh,125.0,19.71,325.0,6.1,0.78,1.4,14.58,0.532,4.87,27.0,72,130,2024-25,22_383_shc_2024-25.93,383,22
Solwa,Korba,Chhattisgarh,150.0,17.11,302.0,6.1,0.36,2.35,25.01,0.365,8.83,27.0,72,130,2024-25,22_383_shc_2024-25.94,383,22
Solwa,Korba,Chhattisgarh,113.0,16.3,246.0,6.4,0.15,1.21,18.66,0.421,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.123,383,22
Solwa,Korba,Chhattisgarh,100.0,12.84,258.0,6.6,0.61,1.21,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.124,383,22
Solwa,Korba,Chhattisgarh,75.0,19.71,224.0,6.5,0.5,2.35,18.66,0.421,11.5,27.0,72,130,2024-25,22_383_shc_2024-25.125,383,22
Solwa,Korba,Chhattisgarh,100.0,12.84,258.0,6.6,0.61,1.21,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.126,383,22
Solwa,Korba,Chhattisgarh,125.0,20.86,269.0,5.8,0.63,1.55,25.33,0.15,4.75,27.0,72,130,2024-25,22_383_shc_2024-25.127,383,22
Solwa,Korba,Chhattisgarh,125.0,16.75,379.0,6.9,0.22,2.6,14.3,0.414,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.128,383,22
Solwa,Korba,Chhattisgarh,188175.0,14.6,303.0,5.7,0.63,1.3,15.64,0.321,6.5,27.0,72,130,2024-25,22_383_shc_2024-25.164,383,22
Solwa,Korba,Chhattisgarh,100.0,12.87,258.0,6.7,0.54,1.21,18.66,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.165,383,22
Solwa,Korba,Chhattisgarh,288.0,16.3,269.0,6.2,0.21,1.55,14.66,0.365,4.75,27.0,72,130,2024-25,22_383_shc_2024-25.166,383,22
Solwa,Korba,Chhattisgarh,113.0,12.84,230.0,6.4,0.15,1.32,16.44,0.205,15.3,27.0,72,130,2024-25,22_383_shc_2024-25.167,383,22
Solwa,Korba,Chhattisgarh,125.0,20.69,379.0,6.0,0.46,2.6,16.44,0.145,5.05,27.0,72,130,2024-25,22_383_shc_2024-25.168,383,22
Solwa,Korba,Chhattisgarh,75.0,19.71,224.0,6.5,0.5,2.35,18.66,0.421,11.5,27.0,72,130,2024-25,22_383_shc_2024-25.169,383,22
Solwa,Korba,Chhattisgarh,100.0,12.84,258.0,6.6,0.61,1.21,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.200,383,22
Solwa,Korba,Chhattisgarh,75.0,19.71,224.0,6.6,0.61,2.35,8.66,0.421,11.5,27.0,72,130,2024-25,22_383_shc_2024-25.201,383,22
Solwa,Korba,Chhattisgarh,138.0,14.42,230.0,6.7,0.54,1.32,16.44,0.205,15.3,27.0,72,130,2024-25,22_383_shc_2024-25.233,383,22
Solwa,Korba,Chhattisgarh,150.0,12.54,280.0,5.9,0.36,1.5,25.58,0.125,7.62,27.0,72,130,2024-25,22_383_shc_2024-25.234,383,22
Solwa,Korba,Chhattisgarh,113.0,16.3,246.0,6.3,0.21,1.52,14.66,0.15,6.12,27.0,72,130,2024-25,22_383_shc_2024-25.235,383,22
Solwa,Korba,Chhattisgarh,113.0,19.71,258.0,6.2,0.21,1.21,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.236,383,22
Solwa,Korba,Chhattisgarh,113.0,16.3,246.0,6.2,0.21,1.55,14.66,0.15,6.12,27.0,72,130,2024-25,22_383_shc_2024-25.237,383,22
Solwa,Korba,Chhattisgarh,113.0,20.69,390.0,6.8,0.45,2.4,25.48,0.145,3.68,27.0,72,130,2024-25,22_383_shc_2024-25.238,383,22
Solwa,Korba,Chhattisgarh,100.0,12.84,258.0,6.6,0.61,1.21,19.2,0.115,17.1,27.0,72,130,2024-25,22_383_shc_2024-25.239,383,22
Talapar,Korba,Chhattisgarh,163.0,12.4,269.0,6.2,0.75,1.7,25.33,0.254,4.75,27.0,72,130,2024-25,22_383_shc_2024-25.756,383,22
Unknown,Korea,Chhattisgarh,188.16,8.06,717.25,6.9,0.77,1.6,,0.54,7.63,27.0,72,130,2019-21,22_384_shc_2019-21.335,384,22
Unknown,Korea,Chhattisgarh,238.34,18.82,385.06,5.7,0.72,1.72,,0.16,22.5,27.0,72,130,2019-21,22_384_shc_2019-21.368,384,22
Unknown,Korea,Chhattisgarh,150.53,5.82,452.7,5.6,0.83,1.49,,1.16,12.63,27.0,72,130,2019-21,22_384_shc_2019-21.376,384,22
Unknown,Korea,Chhattisgarh,184.4,22.85,352.51,5.3,0.58,0.61,,0.46,13.75,27.0,72,130,2019-21,22_384_shc_2019-21.390,384,22
Unknown,Korea,Chhattisgarh,196.94,5.38,228.82,5.4,0.7,1.36,,0.3,27.5,27.0,72,130,2019-21,22_384_shc_2019-21.394,384,22
Unknown,Korea,Chhattisgarh,200.7,4.48,305.31,5.9,0.85,1.4,,1.2,10.13,27.0,72,130,2019-21,22_384_shc_2019-21.401,384,22
Unknown,Korea,Chhattisgarh,171.85,4.93,603.9,5.6,0.62,1.6,,0.28,1.5,27.0,72,130,2019-21,22_384_shc_2019-21.403,384,22
Unknown,Korea,Chhattisgarh,911.95,6.27,241.36,5.8,0.38,1.27,,0.26,23.75,27.0,72,130,2019-21,22_384_shc_2019-21.469,384,22
Unknown,Korea,Chhattisgarh,250.88,4.93,339.92,7.0,0.63,1.78,,0.14,28.5,27.0,72,130,2019-21,22_384_shc_2019-21.473,384,22
Unknown,Korea,Chhattisgarh,225.79,7.17,705.82,6.5,0.75,1.94,,0.42,13.88,27.0,72,130,2019-21,22_384_shc_2019-21.480,384,22
Unknown,Korea,Chhattisgarh,184.4,5.82,184.24,5.8,0.7,0.53,,0.85,17.5,27.0,72,130,2019-21,22_384_shc_2019-21.493,384,22
Unknown,Korea,Chhattisgarh,121.68,24.64,406.34,6.8,0.47,1.1,,2.42,12.5,27.0,72,130,2019-21,22_384_shc_2019-21.494,384,22
Unknown,Korea,Chhattisgarh,222.03,6.27,334.54,6.1,0.7,1.35,,0.98,16.25,27.0,72,130,2019-21,22_384_shc_2019-21.495,384,22
Unknown,Korea,Chhattisgarh,234.57,4.48,556.42,5.5,0.6,1.13,,0.84,21.25,27.0,72,130,2019-21,22_384_shc_2019-21.499,384,22
Unknown,Korea,Chhattisgarh,184.4,7.62,529.87,6.1,0.27,1.3,,0.16,21.25,27.0,72,130,2019-21,22_384_shc_2019-21.501,384,22
Unknown,Korea,Chhattisgarh,259.66,1.79,722.51,5.9,0.52,1.22,,0.88,17.5,27.0,72,130,2019-21,22_384_shc_2019-21.502,384,22
Unknown,Korea,Chhattisgarh,171.85,4.93,360.51,6.1,0.45,1.58,,0.94,5.0,27.0,72,130,2019-21,22_384_shc_2019-21.505,384,22
Unknown,Korea,Chhattisgarh,238.34,6.72,266.78,6.0,0.75,1.23,,0.18,20.88,27.0,72,130,2019-21,22_384_shc_2019-21.507,384,22
Unknown,Korea,Chhattisgarh,171.85,6.27,339.51,5.5,0.57,0.5,,1.13,13.75,27.0,72,130,2019-21,22_384_shc_2019-21.509,384,22
Unknown,Korea,Chhattisgarh,184.4,67.65,252.0,5.7,0.41,1.64,,4.22,21.25,27.0,72,130,2019-21,22_384_shc_2019-21.511,384,22
Unknown,Korea,Chhattisgarh,196.94,5.47,379.01,6.3,0.75,1.44,,0.86,22.5,27.0,72,130,2019-21,22_384_shc_2019-21.515,384,22
Unknown,Korea,Chhattisgarh,200.7,6.26,394.13,5.6,0.72,1.48,,0.88,10.13,27.0,72,130,2019-21,22_384_shc_2019-21.517,384,22
Unknown,Korea,Chhattisgarh,87.81,7.62,531.55,5.6,0.95,1.67,,1.16,10.13,27.0,72,130,2019-21,22_384_shc_2019-21.519,384,22
Unknown,Korea,Chhattisgarh,175.62,4.91,501.2,6.0,0.65,1.08,,0.48,8.88,27.0,72,130,2019-21,22_384_shc_2019-21.522,384,22
Unknown,Korea,Chhattisgarh,175.62,5.38,413.84,5.9,0.89,1.73,,1.22,13.88,27.0,72,130,2019-21,22_384_shc_2019-21.523,384,22
Unknown,Korea,Chhattisgarh,159.31,5.38,361.51,6.4,0.39,1.55,,0.66,12.5,27.0,72,130,2019-21,22_384_shc_2019-21.524,384,22
Unknown,Korea,Chhattisgarh,159.31,8.96,119.84,5.1,0.45,1.46,,0.26,18.75,27.0,72,130,2019-21,22_384_shc_2019-21.527,384,22
Unknown,Korea,Chhattisgarh,247.12,4.48,389.65,5.4,0.82,1.67,,0.24,25.0,27.0,72,130,2019-21,22_384_shc_2019-21.529,384,22
Unknown,Korea,Chhattisgarh,159.31,5.82,198.13,5.9,0.32,0.55,,0.68,10.0,27.0,72,130,2019-21,22_384_shc_2019-21.532,384,22
Unknown,Korea,Chhattisgarh,200.7,10.3,498.96,6.7,0.77,1.32,,1.28,15.13,27.0,72,130,2019-21,22_384_shc_2019-21.533,384,22
Unknown,Korea,Chhattisgarh,150.53,5.82,387.52,5.8,0.68,1.32,,0.46,12.13,27.0,72,130,2019-21,22_384_shc_2019-21.534,384,22
Unknown,Korea,Chhattisgarh,326.14,4.93,136.75,5.2,0.85,1.34,,0.18,65.63,27.0,72,130,2019-21,22_384_shc_2019-21.535,384,22
Unknown,Korea,Chhattisgarh,238.34,13.89,448.34,6.1,0.55,1.47,,1.22,13.88,27.0,72,130,2019-21,22_384_shc_2019-21.540,384,22
Unknown,Korea,Chhattisgarh,213.25,4.91,299.15,5.3,0.77,1.47,,0.5,18.88,27.0,72,130,2019-21,22_384_shc_2019-21.542,384,22
Unknown,Korea,Chhattisgarh,184.4,4.93,372.06,5.6,0.7,1.83,,0.06,36.25,27.0,72,130,2019-21,22_384_shc_2019-21.543,384,22
Unknown,Korea,Chhattisgarh,209.48,4.48,169.01,5.1,0.7,1.37,,0.5,20.0,27.0,72,130,2019-21,22_384_shc_2019-21.545,384,22
Unknown,Korea,Chhattisgarh,184.4,4.93,115.36,5.1,0.55,1.47,,0.6,13.75,27.0,72,130,2019-21,22_384_shc_2019-21.546,384,22
Unknown,Korea,Chhattisgarh,200.7,25.98,528.08,5.8,0.69,1.5,,0.58,19.88,27.0,72,130,2019-21,22_384_shc_2019-21.549,384,22
Unknown,Korea,Chhattisgarh,184.4,4.48,336.78,5.6,0.67,1.25,,0.66,12.5,27.0,72,130,2019-21,22_384_shc_2019-21.551,384,22
Unknown,Korea,Chhattisgarh,234.57,9.86,439.26,4.8,0.45,1.81,,0.68,21.25,27.0,72,130,2019-21,22_384_shc_2019-21.554,384,22
Unknown,Korea,Chhattisgarh,209.48,11.65,183.9,5.3,0.31,1.82,,1.32,16.25,27.0,72,130,2019-21,22_384_shc_2019-21.555,384,22
Unknown,Korea,Chhattisgarh,171.85,11.2,105.73,5.0,0.51,1.26,,0.58,16.25,27.0,72,130,2019-21,22_384_shc_2019-21.557,384,22
Unknown,Korea,Chhattisgarh,247.12,5.82,111.55,5.0,0.6,1.54,,0.6,16.25,27.0,72,130,2019-21,22_384_shc_2019-21.558,384,22
Unknown,Korea,Chhattisgarh,225.79,10.3,432.43,6.5,0.72,1.36,,0.38,11.38,27.0,72,130,2019-21,22_384_shc_2019-21.566,384,22
Unknown,Korea,Chhattisgarh,234.57,10.3,111.66,5.3,0.57,1.73,,0.52,17.5,27.0,72,130,2019-21,22_384_shc_2019-21.569,384,22
Unknown,Korea,Chhattisgarh,163.07,6.27,160.61,5.9,0.45,1.35,,1.0,6.38,27.0,72,130,2019-21,22_384_shc_2019-21.571,384,22
Unknown,Korea,Chhattisgarh,200.7,8.51,552.38,6.0,0.71,1.48,,1.22,8.88,27.0,72,130,2019-21,22_384_shc_2019-21.574,384,22
Unknown,Korea,Chhattisgarh,196.94,8.41,177.97,5.5,0.57,1.76,,0.82,15.0,27.0,72,130,2019-21,22_384_shc_2019-21.577,384,22
Unknown,Korea,Chhattisgarh,209.48,17.02,298.51,5.7,0.51,1.52,,0.6,20.0,27.0,72,130,2019-21,22_384_shc_2019-21.584,384,22
Unknown,Korea,Chhattisgarh,150.53,23.74,386.74,6.4,0.78,1.37,,0.66,15.13,27.0,72,130,2019-21,22_384_shc_2019-21.709,384,22
Unknown,Korea,Chhattisgarh,188.16,8.51,406.11,6.3,0.72,1.36,,1.3,18.88,27.0,72,130,2019-21,22_384_shc_2019-21.712,384,22
Achanakpur,Mahasamund,Chhattisgarh,301.06,14.34,305.87,5.72,0.45,1.5,12.08,1.3,8.75,27.0,72,130,2024-25,22_385_shc_2024-25.4141,385,22
Achanakpur,Mahasamund,Chhattisgarh,188.16,16.13,212.57,7.18,0.45,1.7,34.9,0.9,16.25,27.0,72,130,2024-25,22_385_shc_2024-25.4143,385,22
Achanakpur,Mahasamund,Chhattisgarh,225.79,18.82,269.29,5.92,0.47,1.3,11.44,0.86,12.5,27.0,72,130,2024-25,22_385_shc_2024-25.4145,385,22
Achanakpur,Mahasamund,Chhattisgarh,163.07,14.34,302.51,6.66,0.53,1.7,18.5,1.24,18.75,27.0,72,130,2024-25,22_385_shc_2024-25.4165,385,22
Achanakpur,Mahasamund,Chhattisgarh,163.07,11.65,279.88,5.28,0.51,1.9,17.14,0.74,18.75,27.0,72,130,2024-25,22_385_shc_2024-25.4166,385,22
Achanakpur,Mahasamund,Chhattisgarh,225.79,10.75,280.0,5.6,0.53,1.0,17.26,0.78,13.75,27.0,72,130,2024-25,22_385_shc_2024-25.6162,385,22
Achanakpur,Mahasamund,Chhattisgarh,200.7,10.75,240.01,7.78,0.44,1.0,19.1,1.02,13.75,27.0,72,130,2024-25,22_385_shc_2024-25.6163,385,22
Achanakpur,Mahasamund,Chhattisgarh,163.07,22.4,205.85,5.0,0.39,0.8,13.52,0.58,11.25,27.0,72,130,2024-25,22_385_shc_2024-25.6164,385,22
